,Image_File,Label
0,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_164.jpg,0
1,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_238.jpg,0
2,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_192.png,0
3,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_130.jpg,0
4,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_165.jpg,0
5,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_231.jpg,0
6,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_207.jpg,0
7,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_217.jpg,0
8,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_44.jpg,0
9,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_282.jpg,0
10,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_378.jpg,0
11,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_162.png,0
12,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_91.jpg,0
13,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_26.,0
14,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_331.jpg,0
15,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_158.jpg,0
16,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_74.png,0
17,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_129.jpg,0
18,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_268.jpg,0
19,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_138.png,0
20,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_279.jpg,0
21,/home/nan/sneaker_ai/screened_data/air_jordan_1/air_jordan_1_353.jpg,0
